Unnamed: 0,Action,Phase,DateCreated,UserId,ActionEnd,Duration,sessionId,ActionShort,REG_TYPE,LA,SELF0_PEER1
1703,Visit Provide feedback page,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,11,188,RWER8,Co-RL,0,P
1704,Visit Provide feedback page,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,45,188,RWER8,Co-RL,0,P
1705,Visit Assess peer work page,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,17489,188,RWER1,SSRL,0,P
1706,Visit Check the feedback page,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,54,189,2.1 VISIT_FEEDBACK,SRL,0,S
1707,Visit Assess own work page,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,9,189,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1708,Visit Check the feedback page,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 00:32:54,571,189,2.1 VISIT_FEEDBACK,SRL,0,S
1709,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 01:22:12,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 02:23:48,61,189,2.1 VISIT_FEEDBACK,SRL,0,S
1710,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 17:24:00,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 17:53:24,29,190,2.1 VISIT_FEEDBACK,SRL,0,S
1711,Visit Assess own work page,PHASE #1 ALIGN,2025-08-11 18:09:12,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 22:59:30,290,190,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1712,Visit Assess own work page,PHASE #1 ALIGN,2025-08-11 10:09:00,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 10:14:18,5,191,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1713,Visit Assess own work page,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,34,192,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1714,Make self-assessment,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,27,192,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1715,Make self-assessment,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,26,192,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1716,Make self-assessment,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,20,192,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1717,Make self-assessment,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,103,192,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1718,Make self-assessment,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,8,192,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1719,Compare scores for own work,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,22,192,1.3 COMPARE_SCORES,SSRL,1,S
1720,Compare scores for own work,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,18,192,1.3 COMPARE_SCORES,SSRL,1,S
1721,Compare scores for own work,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,17,192,1.3 COMPARE_SCORES,SSRL,1,S
1722,Make self-assessment,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,17,192,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1723,Compare scores for own work,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,63,192,1.3 COMPARE_SCORES,SSRL,1,S
1724,Visit Check the feedback page,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,18,192,2.1 VISIT_FEEDBACK,SRL,0,S
1725,Visit Assess peer work page,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,14,192,RWER1,SSRL,0,P
1726,Visit Check the feedback page,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,80,192,2.1 VISIT_FEEDBACK,SRL,0,S
1727,Visit Assess own work page,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,32,192,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1728,Visit Assess peer work page,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,26,192,RWER1,SSRL,0,P
1729,Visit Check the feedback page,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,18,192,2.1 VISIT_FEEDBACK,SRL,0,S
1730,Visit Assess own work page,PHASE #1 ALIGN,2025-08-11 01:40:48,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 01:46:54,6,194,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1731,Visit Assess own work page,PHASE #1 ALIGN,2025-08-11 01:46:54,5985a8da-6171-40b6-ad4f-e90829bacacc,,348573,194,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1732,Visit Assess own work page,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,32,195,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1733,Visit Check the feedback page,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,123,195,2.1 VISIT_FEEDBACK,SRL,0,S
1734,Visit Provide feedback page,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,49,195,RWER8,Co-RL,0,P
1735,Visit Check the feedback page,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,11,195,2.1 VISIT_FEEDBACK,SRL,0,S
1736,Create learning action,PHASE #2 DISCUSS,2025-08-11 00:35:42,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 00:41:06,5,195,2.3 CREATE_ACTION,SRL,0,S
1737,Create learning action,PHASE #2 DISCUSS,2025-08-11 01:36:36,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 01:59:54,23,195,2.3 CREATE_ACTION,SRL,0,S
1738,Create learning action,PHASE #2 DISCUSS,2025-08-11 02:17:18,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 03:28:48,71,195,2.3 CREATE_ACTION,SRL,0,S
1739,Visit Revise the work page,PHASE #3 ACT,2025-08-11 03:41:42,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 03:47:42,5,195,3.1 VISIT_REVISION,SRL,0,S
1740,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 04:16:30,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 04:18:00,1,195,RWER8,Co-RL,0,P
1741,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 04:26:18,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 16:43:30,11537,195,RWER1,SSRL,0,P
1742,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 17:07:30,5985a8da-6171-40b6-ad4f-e90829bacacc,,23222,196,2.1 VISIT_FEEDBACK,SRL,0,S
1743,Visit Assess own work page,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,18,197,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1744,Visit Assess own work page,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,4,197,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1745,Visit Check the feedback page,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,241,197,2.1 VISIT_FEEDBACK,SRL,0,S
1746,Visit Revise the work page,PHASE #3 ACT,,5985a8da-6171-40b6-ad4f-e90829bacacc,,57,197,3.1 VISIT_REVISION,SRL,0,S
1747,Visit Assess peer work page,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,28,197,RWER1,SSRL,0,P
1748,Make peer assessment,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,7,197,RWER2,SSRL,0,P
1749,Make peer assessment,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,14,197,RWER2,SSRL,0,P
1750,Make peer assessment,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,5,197,RWER2,SSRL,0,P
1751,Make peer assessment,PHASE #1 ALIGN,,5985a8da-6171-40b6-ad4f-e90829bacacc,,100,197,RWER2,SSRL,0,P
1752,Visit Provide feedback page,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,67,197,RWER8,Co-RL,0,P
1753,Post feedback,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 00:19:00,80,197,RWER9,Co-RL,0,P
1754,Post feedback,PHASE #2 DISCUSS,2025-08-11 00:19:00,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 04:28:42,249,197,RWER9,Co-RL,0,P
1755,Post feedback,PHASE #2 DISCUSS,2025-08-11 04:28:42,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 06:16:06,107,197,RWER9,Co-RL,0,P
1756,Post feedback,PHASE #2 DISCUSS,2025-08-11 06:16:06,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 07:54:06,98,197,RWER9,Co-RL,0,P
1757,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 07:57:12,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 09:30:42,93,197,RWER8,Co-RL,0,P
1758,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 09:32:24,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 10:01:48,29,197,RWER1,SSRL,0,P
1759,Compare scores for peers' work,PHASE #1 ALIGN,2025-08-11 10:01:48,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 10:14:42,12,197,RWER3,SSRL,1,P
1760,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 10:19:42,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 18:13:30,473,197,2.1 VISIT_FEEDBACK,SRL,0,S
1761,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 18:16:12,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 18:57:06,40,197,RWER8,Co-RL,0,P
1762,Visit Assess own work page,PHASE #1 ALIGN,2025-08-11 18:58:54,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 19:02:06,3,197,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1763,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 19:05:36,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 19:09:42,4,197,2.1 VISIT_FEEDBACK,SRL,0,S
1764,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,2025-08-11 19:19:54,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 19:38:18,18,197,2.4 VIEW_OWN_ACTIONS,SRL,0,S
1765,View own action comments in phase 2,PHASE #2 DISCUSS,2025-08-11 19:38:18,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 19:47:54,9,197,2.6 VIEW_DISCUSSION,Co-RL,0,S
1766,Discuss own actions during feedback discussion,PHASE #2 DISCUSS,2025-08-11 19:47:54,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 19:57:48,9,197,2.5 POST_COMMENT,Co-RL,0,S
1767,View own action comments in phase 2,PHASE #2 DISCUSS,2025-08-11 19:57:48,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 20:09:36,11,197,2.6 VIEW_DISCUSSION,Co-RL,0,S
1768,Discuss own actions during feedback discussion,PHASE #2 DISCUSS,2025-08-11 20:09:36,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 20:22:12,12,197,2.5 POST_COMMENT,Co-RL,0,S
1769,Post reply to feedback,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,177,198,2.2 POST_REPLY,Co-RL,0,S
1770,Post reply to feedback,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,473,198,2.2 POST_REPLY,Co-RL,0,S
1771,Post reply to feedback,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,719,198,2.2 POST_REPLY,Co-RL,0,S
1772,Post reply to feedback,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,128,198,2.2 POST_REPLY,Co-RL,0,S
1773,Post reply to feedback,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 02:17:12,50982,198,2.2 POST_REPLY,Co-RL,0,S
1774,Post reply to feedback,PHASE #2 DISCUSS,2025-08-11 02:17:12,5985a8da-6171-40b6-ad4f-e90829bacacc,,1732,199,2.2 POST_REPLY,Co-RL,0,S
1775,Post reply to feedback,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,358,200,2.2 POST_REPLY,Co-RL,0,S
1776,Post reply to feedback,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,17833,200,2.2 POST_REPLY,Co-RL,0,S
1777,Visit Provide feedback page,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,268,201,RWER8,Co-RL,0,P
1778,Post reply to feedback,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,134,201,2.2 POST_REPLY,Co-RL,0,S
1779,Post reply to feedback,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,201,201,2.2 POST_REPLY,Co-RL,0,S
1780,Post reply to feedback,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,35,201,2.2 POST_REPLY,Co-RL,0,S
1781,Visit Check the feedback page,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 04:07:12,1134,201,2.1 VISIT_FEEDBACK,SRL,0,S
1782,Post reply to feedback,PHASE #2 DISCUSS,2025-08-11 04:07:12,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 10:47:30,400,202,2.2 POST_REPLY,Co-RL,0,S
1783,Post reply to feedback,PHASE #2 DISCUSS,2025-08-11 10:47:30,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 11:20:30,33,202,2.2 POST_REPLY,Co-RL,0,S
1784,Visit Revise the work page,PHASE #3 ACT,2025-08-11 11:26:00,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 11:27:42,1,202,3.1 VISIT_REVISION,SRL,0,S
1785,Click to view planned actions on Revise the work page,PHASE #3 ACT,2025-08-11 11:27:42,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 11:33:06,5,202,3.2 VIEW_ACTIONS,SRL,1,S
1786,Click to view planned actions on Revise the work page,PHASE #3 ACT,2025-08-11 11:33:06,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 11:35:54,2,202,3.2 VIEW_ACTIONS,SRL,1,S
1787,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 11:38:06,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 11:40:36,2,202,2.1 VISIT_FEEDBACK,SRL,0,S
1788,Create learning action,PHASE #2 DISCUSS,2025-08-11 12:26:00,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 12:30:18,4,202,2.3 CREATE_ACTION,SRL,0,S
1789,Create learning action,PHASE #2 DISCUSS,2025-08-11 13:18:06,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 14:42:00,83,202,2.3 CREATE_ACTION,SRL,0,S
1790,Visit Guide peer page,PHASE #3 ACT,2025-08-11 14:46:48,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 15:19:30,32,202,RWER15,Co-RL,1,P
1791,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 15:22:24,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 15:25:00,2,202,RWER8,Co-RL,0,P
1792,Click to view peers' actions on Provide Feedback page,PHASE #2 DISCUSS,2025-08-11 15:25:00,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 21:33:48,368,202,RWER12,Co-RL,0,P
1793,Post reply to feedback,PHASE #2 DISCUSS,2025-08-11 21:33:48,5985a8da-6171-40b6-ad4f-e90829bacacc,,151,202,2.2 POST_REPLY,Co-RL,0,S
1794,Post reply to feedback,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,,484,202,2.2 POST_REPLY,Co-RL,0,S
1795,Post reply to feedback,PHASE #2 DISCUSS,,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 01:03:00,1733,202,2.2 POST_REPLY,Co-RL,0,S
1796,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 01:04:48,5985a8da-6171-40b6-ad4f-e90829bacacc,2025-08-11 01:33:36,28,203,2.1 VISIT_FEEDBACK,SRL,0,S
1797,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 01:36:48,5985a8da-6171-40b6-ad4f-e90829bacacc,,-1599125,203,RWER8,Co-RL,0,P
1798,Discuss peer actions during revisions,PHASE #3 ACT,,59ee0188-e7d5-4840-8412-125d4740ca98,2025-08-11 14:49:06,1516,203,RWER17,Co-RL,0,P
1799,Discuss peer actions during revisions,PHASE #3 ACT,2025-08-11 14:49:06,59ee0188-e7d5-4840-8412-125d4740ca98,2025-08-11 21:43:54,414,204,RWER17,Co-RL,0,P
1800,Discuss peer actions during feedback discussion,PHASE #2 DISCUSS,2025-08-11 21:43:54,59ee0188-e7d5-4840-8412-125d4740ca98,2025-08-11 23:27:12,103,204,RWER14,Co-RL,0,P
1801,Discuss peer actions during feedback discussion,PHASE #2 DISCUSS,2025-08-11 23:27:12,59ee0188-e7d5-4840-8412-125d4740ca98,,277342,204,RWER14,Co-RL,0,P
1802,Visit Assess peer work page,PHASE #1 ALIGN,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,533,208,RWER1,SSRL,0,P
1803,Visit Assess peer work page,PHASE #1 ALIGN,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,83596,208,RWER1,SSRL,0,P
1804,Visit Assess peer work page,PHASE #1 ALIGN,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,191,209,RWER1,SSRL,0,P
1805,Make peer assessment,PHASE #1 ALIGN,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,53,209,RWER2,SSRL,0,P
1806,Visit Provide feedback page,PHASE #2 DISCUSS,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,190334,209,RWER8,Co-RL,0,P
1807,Visit Assess own work page,PHASE #1 ALIGN,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,7,210,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1808,Visit Check the feedback page,PHASE #2 DISCUSS,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 00:02:54,713,210,2.1 VISIT_FEEDBACK,SRL,0,S
1809,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 00:05:54,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 00:23:30,17,210,2.1 VISIT_FEEDBACK,SRL,0,S
1810,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 00:55:30,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 14:59:54,844,210,2.1 VISIT_FEEDBACK,SRL,0,S
1811,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 15:35:24,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 16:23:36,48,210,2.1 VISIT_FEEDBACK,SRL,0,S
1812,Visit Assess own work page,PHASE #1 ALIGN,2025-08-11 16:37:00,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,771,210,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1813,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 02:17:24,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 03:39:06,81,212,2.1 VISIT_FEEDBACK,SRL,0,S
1814,Visit Assess own work page,PHASE #1 ALIGN,2025-08-11 03:42:24,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 03:52:12,9,212,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1815,Make self-assessment,PHASE #1 ALIGN,2025-08-11 03:52:12,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 04:21:12,28,212,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1816,Make self-assessment,PHASE #1 ALIGN,2025-08-11 04:21:12,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 09:51:00,165929,212,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1817,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 10:50:18,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 11:19:48,29,213,RWER1,SSRL,0,P
1818,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 11:28:12,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 13:12:36,104,213,RWER1,SSRL,0,P
1819,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 13:16:42,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 14:08:54,52,213,RWER8,Co-RL,0,P
1820,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 14:10:36,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 15:56:42,106,213,RWER1,SSRL,0,P
1821,Visit Assess own work page,PHASE #1 ALIGN,2025-08-11 16:11:00,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 17:05:36,54,213,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1822,Make self-assessment,PHASE #1 ALIGN,2025-08-11 17:05:36,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 17:41:00,35,213,1.2 MAKE_SELF_ASSESS,SSRL,0,S
1823,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 17:43:42,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 19:51:30,127,213,2.1 VISIT_FEEDBACK,SRL,0,S
1824,Visit Assess own work page,PHASE #1 ALIGN,2025-08-11 19:58:42,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 21:00:00,61,213,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1825,Visit Check the feedback page,PHASE #2 DISCUSS,2025-08-11 21:09:42,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 21:29:54,20,213,2.1 VISIT_FEEDBACK,SRL,0,S
1826,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 23:22:36,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,58,213,RWER1,SSRL,0,P
1827,View assessment discussion on peers' work,PHASE #1 ALIGN,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,282,213,RWER4,SSRL,0,P
1828,Discuss assessment scores for PEERS work,PHASE #1 ALIGN,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,14,213,RWER5,SSRL,0,P
1829,Visit Assess peer work page,PHASE #1 ALIGN,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 14:40:48,88177,214,RWER1,SSRL,0,P
1830,Visit Provide feedback page,PHASE #2 DISCUSS,2025-08-11 15:06:36,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 15:14:30,7,215,RWER8,Co-RL,0,P
1831,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 15:23:18,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 15:46:24,23,215,RWER1,SSRL,0,P
1832,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 16:20:24,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,475,215,RWER1,SSRL,0,P
1833,Visit Assess peer work page,PHASE #1 ALIGN,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,6,215,RWER1,SSRL,0,P
1834,Visit Assess peer work page,PHASE #1 ALIGN,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,50,217,RWER1,SSRL,0,P
1835,Make peer assessment,PHASE #1 ALIGN,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,45,217,RWER2,SSRL,0,P
1836,Visit Provide feedback page,PHASE #2 DISCUSS,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,25,217,RWER8,Co-RL,0,P
1837,Visit Assess peer work page,PHASE #1 ALIGN,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,20,217,RWER1,SSRL,0,P
1838,Visit Check the feedback page,PHASE #2 DISCUSS,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,26,217,2.1 VISIT_FEEDBACK,SRL,0,S
1839,View peer action comments in phase 2,PHASE #2 DISCUSS,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,49,217,RWER13,Co-RL,0,P
1840,Discuss own actions during feedback discussion,PHASE #2 DISCUSS,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,14,217,2.5 POST_COMMENT,Co-RL,0,S
1841,Visit Check the feedback page,PHASE #2 DISCUSS,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,15,217,2.1 VISIT_FEEDBACK,SRL,0,S
1842,Visit Check the feedback page,PHASE #2 DISCUSS,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,31,217,2.1 VISIT_FEEDBACK,SRL,0,S
1843,View peer action comments in phase 2,PHASE #2 DISCUSS,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,10,217,RWER13,Co-RL,0,P
1844,View peer action comments in phase 2,PHASE #2 DISCUSS,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,11,217,RWER13,Co-RL,0,P
1845,View peer action comments in phase 2,PHASE #2 DISCUSS,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,6,217,RWER13,Co-RL,0,P
1846,Visit Assess peer work page,PHASE #1 ALIGN,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,72,217,RWER1,SSRL,0,P
1847,Make peer assessment,PHASE #1 ALIGN,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,15,217,RWER2,SSRL,0,P
1848,Visit Provide feedback page,PHASE #2 DISCUSS,,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,2025-08-11 07:51:36,195863,217,RWER8,Co-RL,0,P
1849,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 08:54:12,5dc50a26-26db-4a4d-a643-c49dc1b5f4b2,,-1471120,218,RWER1,SSRL,0,P
1850,Visit Check the feedback page,PHASE #2 DISCUSS,,65a23068-871e-4f4b-956c-27a80d0e6831,,1856,219,2.1 VISIT_FEEDBACK,SRL,0,S
1851,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 01:14:54,65a23068-871e-4f4b-956c-27a80d0e6831,2025-08-11 04:45:54,210,222,RWER1,SSRL,0,P
1852,Visit Assess peer work page,PHASE #1 ALIGN,2025-08-11 04:55:24,65a23068-871e-4f4b-956c-27a80d0e6831,2025-08-11 06:01:24,65,222,RWER1,SSRL,0,P
1853,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,2025-08-11 06:01:24,65a23068-871e-4f4b-956c-27a80d0e6831,2025-08-11 07:29:24,87,222,RWER7,SSRL,0,P
