,Action,Phase,DateCreated,UserId,ActionEnd,Duration,sessionId,ActionShort,REG_TYPE,LA,SELF0_PEER1
1417,View assessment discussion on own work,PHASE #1 ALIGN,38:17.4,57012b6c-5b97-4217-9d49-9644bf190ef8,38:21.4,4,173,1.4 VEW_DISCUSSION,SSRL,0,S
1418,View assessment discussion on own work,PHASE #1 ALIGN,38:21.4,57012b6c-5b97-4217-9d49-9644bf190ef8,38:28.6,7,173,1.4 VEW_DISCUSSION,SSRL,0,S
1419,Compare scores for own work,PHASE #1 ALIGN,38:28.6,57012b6c-5b97-4217-9d49-9644bf190ef8,38:47.2,18,173,1.3 COMPARE_SCORES,SSRL,1,S
1420,View assessment discussion on own work,PHASE #1 ALIGN,38:47.2,57012b6c-5b97-4217-9d49-9644bf190ef8,38:50.9,3,173,1.4 VEW_DISCUSSION,SSRL,0,S
1421,View assessment discussion on own work,PHASE #1 ALIGN,38:50.9,57012b6c-5b97-4217-9d49-9644bf190ef8,38:53.3,2,173,1.4 VEW_DISCUSSION,SSRL,0,S
1422,View assessment discussion on own work,PHASE #1 ALIGN,38:53.3,57012b6c-5b97-4217-9d49-9644bf190ef8,38:56.4,3,173,1.4 VEW_DISCUSSION,SSRL,0,S
1423,View assessment discussion on own work,PHASE #1 ALIGN,38:56.4,57012b6c-5b97-4217-9d49-9644bf190ef8,39:03.6,7,173,1.4 VEW_DISCUSSION,SSRL,0,S
1424,View assessment discussion on own work,PHASE #1 ALIGN,39:03.6,57012b6c-5b97-4217-9d49-9644bf190ef8,39:37.0,33,173,1.4 VEW_DISCUSSION,SSRL,0,S
1425,Compare scores for own work,PHASE #1 ALIGN,39:37.0,57012b6c-5b97-4217-9d49-9644bf190ef8,40:06.0,28,173,1.3 COMPARE_SCORES,SSRL,1,S
1426,Visit Assess own work page,PHASE #1 ALIGN,40:06.0,57012b6c-5b97-4217-9d49-9644bf190ef8,40:11.4,5,173,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1427,Compare scores for own work,PHASE #1 ALIGN,40:11.4,57012b6c-5b97-4217-9d49-9644bf190ef8,40:20.6,9,173,1.3 COMPARE_SCORES,SSRL,1,S
1428,Compare scores for own work,PHASE #1 ALIGN,40:20.6,57012b6c-5b97-4217-9d49-9644bf190ef8,40:27.6,6,173,1.3 COMPARE_SCORES,SSRL,1,S
1429,View assessment discussion on own work,PHASE #1 ALIGN,40:27.6,57012b6c-5b97-4217-9d49-9644bf190ef8,40:30.2,2,173,1.4 VEW_DISCUSSION,SSRL,0,S
1430,View assessment discussion on own work,PHASE #1 ALIGN,40:30.2,57012b6c-5b97-4217-9d49-9644bf190ef8,40:44.2,13,173,1.4 VEW_DISCUSSION,SSRL,0,S
1431,Compare scores for own work,PHASE #1 ALIGN,40:44.2,57012b6c-5b97-4217-9d49-9644bf190ef8,40:50.1,5,173,1.3 COMPARE_SCORES,SSRL,1,S
1432,View assessment discussion on own work,PHASE #1 ALIGN,40:50.1,57012b6c-5b97-4217-9d49-9644bf190ef8,40:55.5,5,173,1.4 VEW_DISCUSSION,SSRL,0,S
1433,View assessment discussion on own work,PHASE #1 ALIGN,40:55.5,57012b6c-5b97-4217-9d49-9644bf190ef8,40:58.9,3,173,1.4 VEW_DISCUSSION,SSRL,0,S
1434,View assessment discussion on own work,PHASE #1 ALIGN,40:58.9,57012b6c-5b97-4217-9d49-9644bf190ef8,41:02.5,3,173,1.4 VEW_DISCUSSION,SSRL,0,S
1435,Compare scores for own work,PHASE #1 ALIGN,41:02.5,57012b6c-5b97-4217-9d49-9644bf190ef8,41:06.8,4,173,1.3 COMPARE_SCORES,SSRL,1,S
1436,View assessment discussion on own work,PHASE #1 ALIGN,41:06.8,57012b6c-5b97-4217-9d49-9644bf190ef8,41:09.8,3,173,1.4 VEW_DISCUSSION,SSRL,0,S
1437,View assessment discussion on own work,PHASE #1 ALIGN,41:09.8,57012b6c-5b97-4217-9d49-9644bf190ef8,41:31.4,21,173,1.4 VEW_DISCUSSION,SSRL,0,S
1438,Visit Provide feedback page,PHASE #2 DISCUSS,41:36.5,57012b6c-5b97-4217-9d49-9644bf190ef8,41:40.3,3,173,RWER8,Co-RL,0,P
1439,Click to view peers' actions on Provide Feedback page,PHASE #2 DISCUSS,41:40.3,57012b6c-5b97-4217-9d49-9644bf190ef8,41:45.5,5,173,RWER12,Co-RL,0,P
1440,View peer action comments in phase 2,PHASE #2 DISCUSS,41:45.5,57012b6c-5b97-4217-9d49-9644bf190ef8,41:55.7,10,173,RWER13,Co-RL,0,P
1441,View peer action comments in phase 2,PHASE #2 DISCUSS,41:55.7,57012b6c-5b97-4217-9d49-9644bf190ef8,42:06.8,11,173,RWER13,Co-RL,0,P
1442,View peer action comments in phase 2,PHASE #2 DISCUSS,42:06.8,57012b6c-5b97-4217-9d49-9644bf190ef8,42:19.9,13,173,RWER13,Co-RL,0,P
1443,Visit Assess peer work page,PHASE #1 ALIGN,42:23.2,57012b6c-5b97-4217-9d49-9644bf190ef8,42:28.0,4,173,RWER1,SSRL,0,P
1444,Compare scores for peers' work,PHASE #1 ALIGN,42:28.0,57012b6c-5b97-4217-9d49-9644bf190ef8,42:31.9,3,173,RWER3,SSRL,1,P
1445,Compare scores for peers' work,PHASE #1 ALIGN,42:31.9,57012b6c-5b97-4217-9d49-9644bf190ef8,42:39.2,7,173,RWER3,SSRL,1,P
1446,View assessment discussion on peers' work,PHASE #1 ALIGN,42:39.2,57012b6c-5b97-4217-9d49-9644bf190ef8,42:44.7,5,173,RWER4,SSRL,0,P
1447,View assessment discussion on peers' work,PHASE #1 ALIGN,42:44.7,57012b6c-5b97-4217-9d49-9644bf190ef8,42:47.2,2,173,RWER4,SSRL,0,P
1448,View assessment discussion on peers' work,PHASE #1 ALIGN,42:47.2,57012b6c-5b97-4217-9d49-9644bf190ef8,07:37.6,12290,173,RWER4,SSRL,0,P
1449,Visit Assess peer work page,PHASE #1 ALIGN,07:37.6,57012b6c-5b97-4217-9d49-9644bf190ef8,07:47.3,9,174,RWER1,SSRL,0,P
1450,Visit Check the feedback page,PHASE #2 DISCUSS,08:03.1,57012b6c-5b97-4217-9d49-9644bf190ef8,08:53.9,50,174,2.1 VISIT_FEEDBACK,SRL,0,S
1451,Visit Check the feedback page,PHASE #2 DISCUSS,09:47.2,57012b6c-5b97-4217-9d49-9644bf190ef8,09:50.4,3,174,2.1 VISIT_FEEDBACK,SRL,0,S
1452,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,09:50.4,57012b6c-5b97-4217-9d49-9644bf190ef8,10:35.2,44,174,2.4 VIEW_OWN_ACTIONS,SRL,0,S
1453,Visit Assess own work page,PHASE #1 ALIGN,10:37.8,57012b6c-5b97-4217-9d49-9644bf190ef8,10:45.2,7,174,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1454,Compare scores for own work,PHASE #1 ALIGN,10:45.2,57012b6c-5b97-4217-9d49-9644bf190ef8,10:54.8,9,174,1.3 COMPARE_SCORES,SSRL,1,S
1455,Compare scores for own work,PHASE #1 ALIGN,10:54.8,57012b6c-5b97-4217-9d49-9644bf190ef8,10:59.3,4,174,1.3 COMPARE_SCORES,SSRL,1,S
1456,View assessment discussion on own work,PHASE #1 ALIGN,10:59.3,57012b6c-5b97-4217-9d49-9644bf190ef8,11:11.0,11,174,1.4 VEW_DISCUSSION,SSRL,0,S
1457,View assessment discussion on own work,PHASE #1 ALIGN,11:11.0,57012b6c-5b97-4217-9d49-9644bf190ef8,11:18.0,7,174,1.4 VEW_DISCUSSION,SSRL,0,S
1458,View assessment discussion on own work,PHASE #1 ALIGN,11:18.0,57012b6c-5b97-4217-9d49-9644bf190ef8,11:25.1,7,174,1.4 VEW_DISCUSSION,SSRL,0,S
1459,Compare scores for own work,PHASE #1 ALIGN,11:25.1,57012b6c-5b97-4217-9d49-9644bf190ef8,11:32.1,6,174,1.3 COMPARE_SCORES,SSRL,1,S
1460,View assessment discussion on own work,PHASE #1 ALIGN,11:32.1,57012b6c-5b97-4217-9d49-9644bf190ef8,11:35.7,3,174,1.4 VEW_DISCUSSION,SSRL,0,S
1461,View assessment discussion on own work,PHASE #1 ALIGN,11:35.7,57012b6c-5b97-4217-9d49-9644bf190ef8,11:45.5,9,174,1.4 VEW_DISCUSSION,SSRL,0,S
1462,View assessment discussion on own work,PHASE #1 ALIGN,11:45.5,57012b6c-5b97-4217-9d49-9644bf190ef8,11:48.8,3,174,1.4 VEW_DISCUSSION,SSRL,0,S
1463,Compare scores for own work,PHASE #1 ALIGN,11:48.8,57012b6c-5b97-4217-9d49-9644bf190ef8,11:55.4,6,174,1.3 COMPARE_SCORES,SSRL,1,S
1464,View assessment discussion on own work,PHASE #1 ALIGN,11:55.4,57012b6c-5b97-4217-9d49-9644bf190ef8,12:01.6,6,174,1.4 VEW_DISCUSSION,SSRL,0,S
1465,View assessment discussion on own work,PHASE #1 ALIGN,12:01.6,57012b6c-5b97-4217-9d49-9644bf190ef8,12:42.3,40,174,1.4 VEW_DISCUSSION,SSRL,0,S
1466,Compare scores for own work,PHASE #1 ALIGN,12:42.3,57012b6c-5b97-4217-9d49-9644bf190ef8,13:04.6,22,174,1.3 COMPARE_SCORES,SSRL,1,S
1467,Compare scores for own work,PHASE #1 ALIGN,13:04.6,57012b6c-5b97-4217-9d49-9644bf190ef8,13:05.9,1,174,1.3 COMPARE_SCORES,SSRL,1,S
1468,View assessment discussion on own work,PHASE #1 ALIGN,13:05.9,57012b6c-5b97-4217-9d49-9644bf190ef8,13:25.6,19,174,1.4 VEW_DISCUSSION,SSRL,0,S
1469,Discuss assessment scores for OWN work,PHASE #1 ALIGN,13:25.6,57012b6c-5b97-4217-9d49-9644bf190ef8,13:34.5,8,174,1.5 POST COMMENT,SSRL,0,S
1470,Compare scores for own work,PHASE #1 ALIGN,13:34.5,57012b6c-5b97-4217-9d49-9644bf190ef8,13:40.6,6,174,1.3 COMPARE_SCORES,SSRL,1,S
1471,View assessment discussion on own work,PHASE #1 ALIGN,13:40.6,57012b6c-5b97-4217-9d49-9644bf190ef8,14:01.5,20,174,1.4 VEW_DISCUSSION,SSRL,0,S
1472,Compare scores for own work,PHASE #1 ALIGN,14:01.5,57012b6c-5b97-4217-9d49-9644bf190ef8,14:06.2,4,174,1.3 COMPARE_SCORES,SSRL,1,S
1473,View assessment discussion on own work,PHASE #1 ALIGN,14:06.2,57012b6c-5b97-4217-9d49-9644bf190ef8,14:44.2,37,174,1.4 VEW_DISCUSSION,SSRL,0,S
1474,Compare scores for own work,PHASE #1 ALIGN,14:44.2,57012b6c-5b97-4217-9d49-9644bf190ef8,14:48.8,4,174,1.3 COMPARE_SCORES,SSRL,1,S
1475,View assessment discussion on own work,PHASE #1 ALIGN,14:48.8,57012b6c-5b97-4217-9d49-9644bf190ef8,15:32.9,44,174,1.4 VEW_DISCUSSION,SSRL,0,S
1476,Compare scores for own work,PHASE #1 ALIGN,15:32.9,57012b6c-5b97-4217-9d49-9644bf190ef8,16:35.5,62,174,1.3 COMPARE_SCORES,SSRL,1,S
1477,Discuss assessment scores for OWN work,PHASE #1 ALIGN,16:35.5,57012b6c-5b97-4217-9d49-9644bf190ef8,16:40.6,5,174,1.5 POST COMMENT,SSRL,0,S
1478,View assessment discussion on own work,PHASE #1 ALIGN,16:40.6,57012b6c-5b97-4217-9d49-9644bf190ef8,16:46.5,5,174,1.4 VEW_DISCUSSION,SSRL,0,S
1479,Compare scores for own work,PHASE #1 ALIGN,16:46.5,57012b6c-5b97-4217-9d49-9644bf190ef8,17:23.5,37,174,1.3 COMPARE_SCORES,SSRL,1,S
1480,Compare scores for own work,PHASE #1 ALIGN,17:23.5,57012b6c-5b97-4217-9d49-9644bf190ef8,17:28.9,5,174,1.3 COMPARE_SCORES,SSRL,1,S
1481,View assessment discussion on own work,PHASE #1 ALIGN,17:28.9,57012b6c-5b97-4217-9d49-9644bf190ef8,17:33.5,4,174,1.4 VEW_DISCUSSION,SSRL,0,S
1482,View assessment discussion on own work,PHASE #1 ALIGN,17:33.5,57012b6c-5b97-4217-9d49-9644bf190ef8,17:44.3,10,174,1.4 VEW_DISCUSSION,SSRL,0,S
1483,View assessment discussion on own work,PHASE #1 ALIGN,17:44.3,57012b6c-5b97-4217-9d49-9644bf190ef8,18:12.1,27,174,1.4 VEW_DISCUSSION,SSRL,0,S
1484,Compare scores for own work,PHASE #1 ALIGN,18:12.1,57012b6c-5b97-4217-9d49-9644bf190ef8,18:18.5,6,174,1.3 COMPARE_SCORES,SSRL,1,S
1485,View assessment discussion on own work,PHASE #1 ALIGN,18:18.5,57012b6c-5b97-4217-9d49-9644bf190ef8,18:50.6,32,174,1.4 VEW_DISCUSSION,SSRL,0,S
1486,Compare scores for own work,PHASE #1 ALIGN,18:50.6,57012b6c-5b97-4217-9d49-9644bf190ef8,19:27.8,37,174,1.3 COMPARE_SCORES,SSRL,1,S
1487,Discuss assessment scores for OWN work,PHASE #1 ALIGN,19:27.8,57012b6c-5b97-4217-9d49-9644bf190ef8,19:34.1,6,174,1.5 POST COMMENT,SSRL,0,S
1488,View assessment discussion on own work,PHASE #1 ALIGN,19:34.1,57012b6c-5b97-4217-9d49-9644bf190ef8,19:38.9,4,174,1.4 VEW_DISCUSSION,SSRL,0,S
1489,View assessment discussion on own work,PHASE #1 ALIGN,19:38.9,57012b6c-5b97-4217-9d49-9644bf190ef8,20:02.7,23,174,1.4 VEW_DISCUSSION,SSRL,0,S
1490,Compare scores for own work,PHASE #1 ALIGN,20:02.7,57012b6c-5b97-4217-9d49-9644bf190ef8,20:07.8,5,174,1.3 COMPARE_SCORES,SSRL,1,S
1491,View assessment discussion on own work,PHASE #1 ALIGN,20:07.8,57012b6c-5b97-4217-9d49-9644bf190ef8,20:13.6,5,174,1.4 VEW_DISCUSSION,SSRL,0,S
1492,Compare scores for own work,PHASE #1 ALIGN,20:13.6,57012b6c-5b97-4217-9d49-9644bf190ef8,20:44.9,31,174,1.3 COMPARE_SCORES,SSRL,1,S
1493,Compare scores for own work,PHASE #1 ALIGN,20:44.9,57012b6c-5b97-4217-9d49-9644bf190ef8,20:51.6,6,174,1.3 COMPARE_SCORES,SSRL,1,S
1494,View assessment discussion on own work,PHASE #1 ALIGN,20:51.6,57012b6c-5b97-4217-9d49-9644bf190ef8,21:00.2,8,174,1.4 VEW_DISCUSSION,SSRL,0,S
1495,Compare scores for own work,PHASE #1 ALIGN,21:00.2,57012b6c-5b97-4217-9d49-9644bf190ef8,21:02.1,1,174,1.3 COMPARE_SCORES,SSRL,1,S
1496,View assessment discussion on own work,PHASE #1 ALIGN,21:02.1,57012b6c-5b97-4217-9d49-9644bf190ef8,21:13.0,10,174,1.4 VEW_DISCUSSION,SSRL,0,S
1497,View assessment discussion on own work,PHASE #1 ALIGN,21:13.0,57012b6c-5b97-4217-9d49-9644bf190ef8,21:28.2,15,174,1.4 VEW_DISCUSSION,SSRL,0,S
1498,Compare scores for own work,PHASE #1 ALIGN,21:28.2,57012b6c-5b97-4217-9d49-9644bf190ef8,21:33.1,4,174,1.3 COMPARE_SCORES,SSRL,1,S
1499,View assessment discussion on own work,PHASE #1 ALIGN,21:33.1,57012b6c-5b97-4217-9d49-9644bf190ef8,21:35.6,2,174,1.4 VEW_DISCUSSION,SSRL,0,S
1500,View assessment discussion on own work,PHASE #1 ALIGN,21:35.6,57012b6c-5b97-4217-9d49-9644bf190ef8,21:46.1,10,174,1.4 VEW_DISCUSSION,SSRL,0,S
1501,Compare scores for own work,PHASE #1 ALIGN,21:46.1,57012b6c-5b97-4217-9d49-9644bf190ef8,21:53.0,6,174,1.3 COMPARE_SCORES,SSRL,1,S
1502,View assessment discussion on own work,PHASE #1 ALIGN,21:53.0,57012b6c-5b97-4217-9d49-9644bf190ef8,21:55.4,2,174,1.4 VEW_DISCUSSION,SSRL,0,S
1503,View assessment discussion on own work,PHASE #1 ALIGN,21:55.4,57012b6c-5b97-4217-9d49-9644bf190ef8,22:09.6,14,174,1.4 VEW_DISCUSSION,SSRL,0,S
1504,Compare scores for own work,PHASE #1 ALIGN,22:09.6,57012b6c-5b97-4217-9d49-9644bf190ef8,22:16.0,6,174,1.3 COMPARE_SCORES,SSRL,1,S
1505,View assessment discussion on own work,PHASE #1 ALIGN,22:16.0,57012b6c-5b97-4217-9d49-9644bf190ef8,22:23.9,7,174,1.4 VEW_DISCUSSION,SSRL,0,S
1506,Compare scores for own work,PHASE #1 ALIGN,22:23.9,57012b6c-5b97-4217-9d49-9644bf190ef8,22:33.4,9,174,1.3 COMPARE_SCORES,SSRL,1,S
1507,Visit Assess own work page,PHASE #1 ALIGN,22:53.6,57012b6c-5b97-4217-9d49-9644bf190ef8,22:56.9,3,174,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1508,Visit Check the feedback page,PHASE #2 DISCUSS,23:16.1,57012b6c-5b97-4217-9d49-9644bf190ef8,53:01.3,1785,174,2.1 VISIT_FEEDBACK,SRL,0,S
1509,Visit Check the feedback page,PHASE #2 DISCUSS,53:54.1,57012b6c-5b97-4217-9d49-9644bf190ef8,54:01.8,7,175,2.1 VISIT_FEEDBACK,SRL,0,S
1510,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,54:01.8,57012b6c-5b97-4217-9d49-9644bf190ef8,55:04.2,62,175,2.4 VIEW_OWN_ACTIONS,SRL,0,S
1511,Visit Check the feedback page,PHASE #2 DISCUSS,55:20.1,57012b6c-5b97-4217-9d49-9644bf190ef8,55:31.6,11,175,2.1 VISIT_FEEDBACK,SRL,0,S
1512,Visit Assess own work page,PHASE #1 ALIGN,56:00.6,57012b6c-5b97-4217-9d49-9644bf190ef8,56:08.6,7,175,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1513,Compare scores for own work,PHASE #1 ALIGN,56:08.6,57012b6c-5b97-4217-9d49-9644bf190ef8,56:16.0,7,175,1.3 COMPARE_SCORES,SSRL,1,S
1514,Compare scores for own work,PHASE #1 ALIGN,56:16.0,57012b6c-5b97-4217-9d49-9644bf190ef8,56:45.6,29,175,1.3 COMPARE_SCORES,SSRL,1,S
1515,Visit Assess peer work page,PHASE #1 ALIGN,59:36.6,57012b6c-5b97-4217-9d49-9644bf190ef8,59:43.2,6,175,RWER1,SSRL,0,P
1516,Compare scores for peers' work,PHASE #1 ALIGN,59:43.2,57012b6c-5b97-4217-9d49-9644bf190ef8,59:50.2,7,175,RWER3,SSRL,1,P
1517,View assessment discussion on peers' work,PHASE #1 ALIGN,59:50.2,57012b6c-5b97-4217-9d49-9644bf190ef8,59:53.2,2,175,RWER4,SSRL,0,P
1518,Compare scores for peers' work,PHASE #1 ALIGN,59:53.2,57012b6c-5b97-4217-9d49-9644bf190ef8,59:56.5,3,175,RWER3,SSRL,1,P
1519,View assessment discussion on peers' work,PHASE #1 ALIGN,59:56.5,57012b6c-5b97-4217-9d49-9644bf190ef8,59:59.3,2,175,RWER4,SSRL,0,P
1520,View assessment discussion on peers' work,PHASE #1 ALIGN,59:59.3,57012b6c-5b97-4217-9d49-9644bf190ef8,00:02.1,2,175,RWER4,SSRL,0,P
1521,View assessment discussion on peers' work,PHASE #1 ALIGN,00:02.1,57012b6c-5b97-4217-9d49-9644bf190ef8,00:08.9,6,175,RWER4,SSRL,0,P
1522,Compare scores for peers' work,PHASE #1 ALIGN,00:08.9,57012b6c-5b97-4217-9d49-9644bf190ef8,00:10.5,1,175,RWER3,SSRL,1,P
1523,View assessment discussion on peers' work,PHASE #1 ALIGN,00:10.5,57012b6c-5b97-4217-9d49-9644bf190ef8,00:13.8,3,175,RWER4,SSRL,0,P
1524,View assessment discussion on peers' work,PHASE #1 ALIGN,00:13.8,57012b6c-5b97-4217-9d49-9644bf190ef8,00:15.2,1,175,RWER4,SSRL,0,P
1525,View assessment discussion on peers' work,PHASE #1 ALIGN,00:15.2,57012b6c-5b97-4217-9d49-9644bf190ef8,00:17.4,2,175,RWER4,SSRL,0,P
1526,Compare scores for peers' work,PHASE #1 ALIGN,00:17.4,57012b6c-5b97-4217-9d49-9644bf190ef8,00:25.0,7,175,RWER3,SSRL,1,P
1527,View assessment discussion on peers' work,PHASE #1 ALIGN,00:25.0,57012b6c-5b97-4217-9d49-9644bf190ef8,00:27.0,1,175,RWER4,SSRL,0,P
1528,View assessment discussion on peers' work,PHASE #1 ALIGN,00:27.0,57012b6c-5b97-4217-9d49-9644bf190ef8,00:38.2,11,175,RWER4,SSRL,0,P
1529,Compare scores for peers' work,PHASE #1 ALIGN,00:38.2,57012b6c-5b97-4217-9d49-9644bf190ef8,00:55.4,17,175,RWER3,SSRL,1,P
1530,Visit Provide feedback page,PHASE #2 DISCUSS,02:08.9,57012b6c-5b97-4217-9d49-9644bf190ef8,02:11.9,2,175,RWER8,Co-RL,0,P
1531,Click to view peers' actions on Provide Feedback page,PHASE #2 DISCUSS,02:11.9,57012b6c-5b97-4217-9d49-9644bf190ef8,02:29.2,17,175,RWER12,Co-RL,0,P
1532,View peer action comments in phase 2,PHASE #2 DISCUSS,02:29.2,57012b6c-5b97-4217-9d49-9644bf190ef8,03:18.8,49,175,RWER13,Co-RL,0,P
1533,View peer action comments in phase 2,PHASE #2 DISCUSS,03:18.8,57012b6c-5b97-4217-9d49-9644bf190ef8,04:13.8,55,175,RWER13,Co-RL,0,P
1534,View peer action comments in phase 2,PHASE #2 DISCUSS,04:13.8,57012b6c-5b97-4217-9d49-9644bf190ef8,04:47.0,33,175,RWER13,Co-RL,0,P
1535,Visit Provide feedback page,PHASE #2 DISCUSS,04:49.5,57012b6c-5b97-4217-9d49-9644bf190ef8,04:51.3,1,175,RWER8,Co-RL,0,P
1536,Visit Assess peer work page,PHASE #1 ALIGN,04:53.2,57012b6c-5b97-4217-9d49-9644bf190ef8,05:32.9,39,175,RWER1,SSRL,0,P
1537,Visit Assess peer work page,PHASE #1 ALIGN,05:32.9,57012b6c-5b97-4217-9d49-9644bf190ef8,05:55.2,22,175,RWER1,SSRL,0,P
1538,Visit Assess own work page,PHASE #1 ALIGN,05:59.2,57012b6c-5b97-4217-9d49-9644bf190ef8,06:27.4,28,175,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1539,Visit Assess peer work page,PHASE #1 ALIGN,06:41.3,57012b6c-5b97-4217-9d49-9644bf190ef8,06:49.8,8,175,RWER1,SSRL,0,P
1540,Visit Check the feedback page,PHASE #2 DISCUSS,06:59.5,57012b6c-5b97-4217-9d49-9644bf190ef8,07:22.8,23,175,2.1 VISIT_FEEDBACK,SRL,0,S
1541,Visit Assess own work page,PHASE #1 ALIGN,07:28.3,57012b6c-5b97-4217-9d49-9644bf190ef8,08:34.6,66,175,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1542,Visit Check the feedback page,PHASE #2 DISCUSS,08:36.3,57012b6c-5b97-4217-9d49-9644bf190ef8,09:08.1,31,175,2.1 VISIT_FEEDBACK,SRL,0,S
1543,Visit Provide feedback page,PHASE #2 DISCUSS,09:11.0,57012b6c-5b97-4217-9d49-9644bf190ef8,27:36.5,1105,175,RWER8,Co-RL,0,P
1544,Post reply to feedback,PHASE #2 DISCUSS,27:36.5,57012b6c-5b97-4217-9d49-9644bf190ef8,40:39.4,782,176,2.2 POST_REPLY,Co-RL,0,S
1545,Post reply to feedback,PHASE #2 DISCUSS,40:39.4,57012b6c-5b97-4217-9d49-9644bf190ef8,41:13.8,34,176,2.2 POST_REPLY,Co-RL,0,S
1546,Visit Assess peer work page,PHASE #1 ALIGN,44:51.1,57012b6c-5b97-4217-9d49-9644bf190ef8,45:00.0,8,176,RWER1,SSRL,0,P
1547,Compare scores for peers' work,PHASE #1 ALIGN,45:00.0,57012b6c-5b97-4217-9d49-9644bf190ef8,45:12.5,12,176,RWER3,SSRL,1,P
1548,Click to view Quick Notes in the Assess the Peer work page,PHASE #1 ALIGN,45:12.5,57012b6c-5b97-4217-9d49-9644bf190ef8,53:36.7,68904,176,RWER7,SSRL,0,P
1549,Post reply to feedback,PHASE #2 DISCUSS,53:36.7,57012b6c-5b97-4217-9d49-9644bf190ef8,57:33.9,237,177,2.2 POST_REPLY,Co-RL,0,S
1550,Post reply to feedback,PHASE #2 DISCUSS,57:35.8,57012b6c-5b97-4217-9d49-9644bf190ef8,57:44.2,8,177,2.2 POST_REPLY,Co-RL,0,S
1551,Visit Check the feedback page,PHASE #2 DISCUSS,57:44.2,57012b6c-5b97-4217-9d49-9644bf190ef8,57:49.7,5,177,2.1 VISIT_FEEDBACK,SRL,0,S
1552,Click to view own actions on Check the Feedback page,PHASE #2 DISCUSS,57:49.7,57012b6c-5b97-4217-9d49-9644bf190ef8,00:36.0,166,177,2.4 VIEW_OWN_ACTIONS,SRL,0,S
1553,Post reply to feedback,PHASE #2 DISCUSS,00:36.0,57012b6c-5b97-4217-9d49-9644bf190ef8,01:12.6,36,177,2.2 POST_REPLY,Co-RL,0,S
1554,Post reply to feedback,PHASE #2 DISCUSS,01:12.6,57012b6c-5b97-4217-9d49-9644bf190ef8,28:22.4,1629,177,2.2 POST_REPLY,Co-RL,0,S
1555,Visit Assess own work page,PHASE #1 ALIGN,28:37.3,57012b6c-5b97-4217-9d49-9644bf190ef8,28:45.0,7,178,1.1 VISIT_SELF_ASSESS,SSRL,0,S
1556,Compare scores for own work,PHASE #1 ALIGN,28:45.0,57012b6c-5b97-4217-9d49-9644bf190ef8,28:52.5,7,178,1.3 COMPARE_SCORES,SSRL,1,S
1557,View assessment discussion on own work,PHASE #1 ALIGN,28:52.5,57012b6c-5b97-4217-9d49-9644bf190ef8,28:56.3,3,178,1.4 VEW_DISCUSSION,SSRL,0,S
1558,Compare scores for own work,PHASE #1 ALIGN,28:56.3,57012b6c-5b97-4217-9d49-9644bf190ef8,29:01.8,5,178,1.3 COMPARE_SCORES,SSRL,1,S
1559,View assessment discussion on own work,PHASE #1 ALIGN,29:01.8,57012b6c-5b97-4217-9d49-9644bf190ef8,29:06.6,4,178,1.4 VEW_DISCUSSION,SSRL,0,S
1560,View assessment discussion on own work,PHASE #1 ALIGN,29:06.6,57012b6c-5b97-4217-9d49-9644bf190ef8,29:09.8,3,178,1.4 VEW_DISCUSSION,SSRL,0,S
1561,Compare scores for own work,PHASE #1 ALIGN,29:09.8,57012b6c-5b97-4217-9d49-9644bf190ef8,29:12.8,2,178,1.3 COMPARE_SCORES,SSRL,1,S
1562,View assessment discussion on own work,PHASE #1 ALIGN,29:12.8,57012b6c-5b97-4217-9d49-9644bf190ef8,29:16.7,3,178,1.4 VEW_DISCUSSION,SSRL,0,S
1563,View assessment discussion on own work,PHASE #1 ALIGN,29:16.7,57012b6c-5b97-4217-9d49-9644bf190ef8,29:20.7,3,178,1.4 VEW_DISCUSSION,SSRL,0,S
1564,View assessment discussion on own work,PHASE #1 ALIGN,29:20.7,57012b6c-5b97-4217-9d49-9644bf190ef8,29:23.8,3,178,1.4 VEW_DISCUSSION,SSRL,0,S
1565,Compare scores for own work,PHASE #1 ALIGN,29:23.8,57012b6c-5b97-4217-9d49-9644bf190ef8,29:25.7,1,178,1.3 COMPARE_SCORES,SSRL,1,S
1566,View assessment discussion on own work,PHASE #1 ALIGN,29:25.7,57012b6c-5b97-4217-9d49-9644bf190ef8,29:28.6,2,178,1.4 VEW_DISCUSSION,SSRL,0,S
1567,View assessment discussion on own work,PHASE #1 ALIGN,29:28.6,57012b6c-5b97-4217-9d49-9644bf190ef8,29:32.5,3,178,1.4 VEW_DISCUSSION,SSRL,0,S
1568,Compare scores for own work,PHASE #1 ALIGN,29:32.5,57012b6c-5b97-4217-9d49-9644bf190ef8,29:38.2,5,178,1.3 COMPARE_SCORES,SSRL,1,S
